measurement_id,con_idle_stateNumber,state,energyConsumption,ms,tx_power_median,current_max,rssi_median,rtt_median,rsrp_median,ECL_median,code,Location Coverage,ExpectedResponse,timestampUETransmission,timestampServerCapture,failure_direction,energyConsumptionTx,msTx,date,duration,module,operator,interval,psize,site,active_timer,tau,note,operator_humanReadable,Packet Size [Bytes],Throughput
259,29,CONNECTED,0.10962200000000012,2900.25,,167368.00000000006,,2.128894,,,400,,Yes,2019-03-25 10:52:07.757201+01:00,2019-03-25 10:42:24.304533+01:00,successful rtt,0.015057000000000096,105.499,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1516.6020531000295
259,31,CONNECTED,0.11891399999999995,2994.999,,167121.0,,2.221206,,,400,,Yes,2019-03-25 10:54:07.811954+01:00,2019-03-25 10:44:24.631966+01:00,successful rtt,0.014377000000000084,97.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1641.025641025641
259,33,CONNECTED,0.11576900000000025,3126.501,,167038.00000000006,,2.3649270000000002,,,400,,Yes,2019-03-25 10:56:07.927726+01:00,2019-03-25 10:46:24.931873+01:00,successful rtt,0.015216000000000118,106.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1505.8823529411766
259,35,CONNECTED,0.12625600000000015,3205.5,,166708.0,,2.431007,,,400,,Yes,2019-03-25 10:58:08.008898+01:00,2019-03-25 10:48:24.615898+01:00,successful rtt,0.01508500000000046,99.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.0906801007557
259,37,CONNECTED,0.10473200000000027,2683.499,,166708.0,,1.9020130000000002,,,400,,Yes,2019-03-25 11:00:08.055609+01:00,2019-03-25 10:50:24.923811+01:00,successful rtt,0.0145540000000004,96.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1662.3203914764522
259,39,CONNECTED,0.10886400000000007,2785.5,,167368.00000000006,,2.0312330000000003,,,400,,Yes,2019-03-25 11:02:08.102138+01:00,2019-03-25 10:52:25.245394+01:00,successful rtt,0.014301999999999815,102.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1564.8074797797535
259,41,CONNECTED,0.110719,2921.75,,167368.00000000006,,2.142074,,,400,,Yes,2019-03-25 11:04:08.201357+01:00,2019-03-25 10:54:24.910320+01:00,successful rtt,0.01527300000000009,101.0,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1584.1584158415842
259,43,CONNECTED,0.11209299999999978,3030.501,,167616.00000000006,,2.2560919999999998,,,400,,Yes,2019-03-25 11:06:08.311337+01:00,2019-03-25 10:56:25.221798+01:00,successful rtt,0.015581999999999763,108.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1474.6543778801843
259,45,CONNECTED,0.11200699999999976,3138.75,,167946.0,,2.364843,,,400,,Yes,2019-03-25 11:08:08.359836+01:00,2019-03-25 10:58:24.901332+01:00,successful rtt,0.01452299999999962,98.0,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1632.6530612244899
259,47,CONNECTED,0.10578099999999946,2605.0,,166956.0,,1.854282,,,400,,Yes,2019-03-25 11:10:08.431070+01:00,2019-03-25 11:00:25.209174+01:00,successful rtt,0.015198000000000269,106.499,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1502.361524521357
