energyConsumption,ms,ECL_median,Location Coverage,duration,interval,psize,active_timer,tau
4.197300000000041,24551.499,1.0,1.0,3600,60.0,128,101,10010100.0
4.204099999999983,24501.0,1.0,1.0,3600,60.0,128,101,10010100.0
4.170900000000017,24182.999,0.0,1.0,3600,60.0,128,101,10010100.0
4.184099999999944,24069.251,0.0,1.0,3600,60.0,128,101,10010100.0
4.194099999999992,24394.0,0.0,1.0,3600,60.0,128,101,10010100.0
4.1900999999999735,24633.75,0.0,1.0,3600,60.0,128,101,10010100.0
4.198500000000024,24518.25,0.0,1.0,3600,60.0,128,101,10010100.0
4.182199999999966,23992.751,0.0,1.0,3600,60.0,128,101,10010100.0
4.18689999999998,24278.751,0.0,1.0,3600,60.0,128,101,10010100.0
4.173499999999991,24110.001,1.0,1.0,3600,60.0,128,101,10010100.0
4.1895000000000095,24413.999,0.0,1.0,3600,60.0,128,101,10010100.0
4.175799999999981,24366.75,0.0,1.0,3600,60.0,128,101,10010100.0
4.2192999999999765,24790.999,1.0,1.0,3600,60.0,128,101,10010100.0
4.177999999999997,23946.751,1.0,1.0,3600,60.0,128,101,10010100.0
4.176800000000013,24315.249,0.0,1.0,3600,60.0,128,101,10010100.0
4.1976999999999975,24571.25,1.0,1.0,3600,60.0,128,101,10010100.0
4.193899999999985,24528.501,1.0,1.0,3600,60.0,128,101,10010100.0
4.1942000000000235,24808.25,0.0,1.0,3600,60.0,128,101,10010100.0
4.02679999999998,24257.999,1.0,1.0,3600,60.0,128,101,10010100.0
4.184700000000022,24181.0,0.0,1.0,3600,60.0,128,101,10010100.0
4.03249999999997,24571.499,0.0,1.0,3600,60.0,128,101,10010100.0
4.192299999999989,24491.25,1.0,1.0,3600,60.0,128,101,10010100.0
4.188199999999995,24217.751,0.0,1.0,3600,60.0,128,101,10010100.0
4.187400000000025,24136.499,1.0,1.0,3600,60.0,128,101,10010100.0
4.039299999999969,24649.001,0.0,1.0,3600,60.0,128,101,10010100.0
4.215399999999988,24374.25,0.0,1.0,3600,60.0,128,101,10010100.0
4.189300000000003,24710.999,0.0,1.0,3600,60.0,128,101,10010100.0
4.1831000000000245,24161.999,1.0,1.0,3600,60.0,128,101,10010100.0
4.1952,24384.251,0.0,1.0,3600,60.0,128,101,10010100.0
4.177999999999997,24305.751,1.0,1.0,3600,60.0,128,101,10010100.0
4.037599999999999,24592.751,0.0,1.0,3600,60.0,128,101,10010100.0
4.173499999999991,24238.75,0.0,1.0,3600,60.0,128,101,10010100.0
4.19440000000003,24121.751,0.0,1.0,3600,60.0,128,101,10010100.0
4.201000000000022,24463.749,1.0,1.0,3600,60.0,128,101,10010100.0
4.192600000000027,24396.25,0.0,1.0,3600,60.0,128,101,10010100.0
4.204399999999963,24780.75,0.0,1.0,3600,60.0,128,101,10010100.0
4.184799999999996,24219.25,0.0,1.0,3600,60.0,128,101,10010100.0
4.191100000000007,24182.499,1.0,1.0,3600,60.0,128,101,10010100.0
4.206999999999994,24487.249,0.0,1.0,3600,60.0,128,101,10010100.0
4.175299999999994,24405.999,0.0,1.0,3600,60.0,128,101,10010100.0
4.211599999999976,24710.749,0.0,1.0,3600,60.0,128,101,10010100.0
4.193399999999997,23988.499,0.0,1.0,3600,60.0,128,101,10010100.0
4.1875,24122.0,0.0,1.0,3600,60.0,128,101,10010100.0
4.183299999999973,24594.75,1.0,1.0,3600,60.0,128,101,10010100.0
4.247500000000001,24510.501,0.0,1.0,3600,60.0,128,101,10010100.0
4.164500000000031,23997.499,0.0,1.0,3600,60.0,128,101,10010100.0
4.186199999999985,24285.25,1.0,1.0,3600,60.0,128,101,10010100.0
4.178699999999935,24218.75,0.0,1.0,3600,60.0,128,101,10010100.0
2.3248000000000104,23360.749,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3186000000000035,23121.251,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3287999999999727,23658.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.31479999999999,23330.499,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3115999999999985,23090.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3138000000000147,23141.749,0.0,1.0,3600,60.0,128,100010,10010100.0
2.311700000000002,23320.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.327399999999983,23340.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3205999999999847,23572.999,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3238999999999805,23638.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.310500000000019,22927.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3284999999999907,23421.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3187999999999818,23181.251,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3309000000000144,23702.25,1.0,1.0,3600,60.0,128,100010,10010100.0
2.3188000000000097,23618.249,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3187999999999818,23140.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3161999999999807,23138.0,1.0,1.0,3600,60.0,128,100010,10010100.0
2.5485000000000184,23470.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.334000000000003,23480.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.31310000000002,22934.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.327100000000001,23331.501,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3136000000000085,23091.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3292000000000144,23632.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3174999999999955,23295.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.313299999999998,23088.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3274000000000115,23303.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.319500000000005,23334.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3210000000000264,23247.499,0.0,1.0,3600,60.0,128,100010,10010100.0
2.321199999999976,23594.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3262000000000285,23300.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3178000000000054,22977.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.327200000000005,23499.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.316599999999994,23265.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.311000000000007,23090.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3189999999999884,23114.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.315199999999976,23224.999,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3315999999999804,23310.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.323100000000011,23508.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3254999999999773,23483.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3071999999999946,22858.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.326300000000004,23406.25,0.0,1.0,3600,60.0,128,100010,10010100.0
2.31910000000002,23125.251,0.0,1.0,3600,60.0,128,100010,10010100.0
2.333399999999984,23687.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.315700000000021,23346.5,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3111000000000104,23094.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.312799999999981,23415.499,0.0,1.0,3600,60.0,128,100010,10010100.0
2.314399999999978,23196.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3566999999999894,23824.499,1.0,1.0,3600,60.0,128,100010,10010100.0
2.3061999999999903,22977.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.32729999999998,23529.751,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3136000000000085,23230.749,1.0,1.0,3600,60.0,128,100010,10010100.0
2.3108000000000293,23086.999,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3289999999999518,23237.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.314700000000016,23214.999,1.0,1.0,3600,60.0,128,100010,10010100.0
2.31529999999998,23144.0,1.0,1.0,3600,60.0,128,100010,10010100.0
2.3180000000000405,23477.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.3378999999999905,23583.0,0.0,1.0,3600,60.0,128,100010,10010100.0
2.308400000000006,22928.75,0.0,1.0,3600,60.0,128,100010,10010100.0
2.314700000000016,22955.501,1.0,1.0,3600,60.0,256,100010,10010100.0
3.934599999999989,37590.251,1.0,1.0,3600,60.0,256,100010,10010100.0
2.3118000000000047,22923.999,0.0,1.0,3600,60.0,256,100010,10010100.0
2.338300000000004,23606.001,0.0,1.0,3600,60.0,256,100010,10010100.0
2.320500000000038,23187.999,0.0,1.0,3600,60.0,256,100010,10010100.0
2.315899999999999,22619.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.310099999999977,22565.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.328300000000013,23494.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3210000000000264,22822.0,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3140999999999963,22854.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.317700000000002,23059.0,0.0,1.0,3600,60.0,256,100010,10010100.0
2.315399999999954,22773.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.315900000000056,22694.249,1.0,1.0,3600,60.0,256,100010,10010100.0
2.3156999999999925,23033.0,0.0,1.0,3600,60.0,256,100010,10010100.0
2.338899999999967,23677.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.308400000000006,22481.0,0.0,1.0,3600,60.0,256,100010,10010100.0
2.323699999999974,23444.749,1.0,1.0,3600,60.0,256,100010,10010100.0
2.313400000000001,22775.501,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3319000000000187,23705.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3182999999999647,22997.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.309199999999976,22707.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3275000000000428,22777.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3190999999999917,22998.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3181000000000163,23494.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3163999999999882,23257.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3238000000000056,23299.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3145999999999844,22614.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3266000000000417,23564.001,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3115000000000236,22888.251,0.0,1.0,3600,60.0,256,100010,10010100.0
2.312400000000025,23090.501,0.0,1.0,3600,60.0,256,100010,10010100.0
