,energyConsumption,ms,tx_power_median,ECL_median,Location Coverage,energyConsumptionTx,msTx,duration,interval,psize,tau,Throughput
4095,2.3286999999999125,23197.0,-230.0,0.0,1.0,0.06069999999999709,465.25,3600,60.0,512,10010100.0,8803.868887694787
4096,2.322499999999991,22909.499,-230.0,0.0,1.0,0.04980000000000473,349.5,3600,60.0,512,10010100.0,11719.599427753934
4097,2.310299999999984,22654.751,-230.0,0.0,1.0,0.05040000000008149,391.75,3600,60.0,512,10010100.0,10455.647734524571
4098,2.3321000000000818,22723.251,-230.0,0.0,1.0,0.048800000000028376,348.5,3600,60.0,512,10010100.0,11753.228120516498
4099,2.317700000000059,22936.001,-230.0,0.0,1.0,0.027399999999943248,163.75,3600,60.0,512,10010100.0,25013.74045801527
4100,2.3232000000000426,23077.25,-230.0,0.0,1.0,0.048599999999964894,346.75,3600,60.0,512,10010100.0,11812.545061283345
4101,2.3238999999999805,23186.75,-240.0,0.0,1.0,0.05140000000005784,392.0,3600,60.0,512,10010100.0,10448.979591836733
4102,2.3181999999999334,22913.5,-230.0,0.0,1.0,0.04890000000000328,349.251,3600,60.0,512,10010100.0,11727.954966485422
4103,2.3156999999999925,22573.25,-240.0,0.0,1.0,0.05079999999998108,345.0,3600,60.0,512,10010100.0,11872.463768115942
4104,2.3272999999999238,23122.749,-230.0,0.0,1.0,0.04890000000000328,343.75,3600,60.0,512,10010100.0,11915.636363636364
4105,4.030799999999998,39009.001,-240.0,0.0,1.0,0.05190000000004602,422.251,3600,60.0,512,10010100.0,9700.391473318005
4106,2.3082999999999174,22653.25,-240.0,0.0,1.0,0.049200000000041655,348.251,3600,60.0,512,10010100.0,11761.631696678545
4107,2.314700000000016,22447.249,-240.0,0.0,1.0,0.04890000000000328,346.499,3600,60.0,512,10010100.0,11821.101936802126
4108,2.314399999999978,22838.5,-240.0,0.0,1.0,0.05360000000007403,390.001,3600,60.0,512,10010100.0,10502.537172981607
4109,2.3342999999999847,22865.0,-230.0,0.0,1.0,0.04890000000000328,349.5,3600,60.0,512,10010100.0,11719.599427753934
4110,5.022199999999998,48605.749,-230.0,0.0,1.0,2.645700000000033,24644.251,3600,60.0,512,10010100.0,166.2050918082274
4111,2.3237000000000307,23247.999,-230.0,0.0,1.0,0.048800000000028376,347.501,3600,60.0,512,10010100.0,11787.016440240459
4112,2.3136999999999257,22479.75,-240.0,0.0,1.0,0.05500000000006367,423.749,3600,60.0,512,10010100.0,9666.099507019486
